Pikachu-Pop-Star,4,4,35,55,40,50,50,90,31,31,31,25
Pikachu-PhD,4,4,35,55,40,50,50,90,31,31,31,25
Pikachu-Libre,4,4,35,55,40,50,50,90,31,31,31,25
皮卡丘-初始帽子,4,4,35,55,40,50,50,90,9,31,31,25
皮卡丘-丰缘帽子,4,4,35,55,40,50,50,90,9,31,31,25
皮卡丘-神奥帽子,4,4,35,55,40,50,50,90,9,31,31,25
皮卡丘-合众帽子,4,4,35,55,40,50,50,90,9,31,31,25
皮卡丘-卡洛斯帽子,4,4,35,55,40,50,50,90,9,31,31,25
皮卡丘-阿罗拉帽子,4,4,35,55,40,50,50,90,9,31,31,25
Pikachu-Partner,4,4,35,55,40,50,50,90,9,31,31,25
Pikachu-Starter,4,4,45,80,50,75,60,120,9,31,31,25
皮卡丘-超极巨化,4,4,35,55,40,50,50,90,9,31,31,25
皮卡丘-世界帽子,4,4,35,55,40,50,50,90,9,31,31,25
雷丘,4,4,60,90,55,90,80,110,9,31,31,26
雷丘-阿罗拉的样子,4,14,60,85,50,95,85,110,207,207,207,26
穿山鼠,11,11,50,75,85,20,30,40,8,146,146,27
穿山鼠-阿罗拉的样子,13,12,50,75,90,10,35,40,81,202,202,27
穿山王,11,11,75,100,110,45,55,65,8,146,146,28
穿山王-阿罗拉的样子,13,12,75,100,120,25,65,65,81,202,202,28
尼多兰,9,9,55,47,52,40,40,41,38,79,55,29
尼多娜,9,9,70,62,67,55,55,56,38,79,55,30
尼多后,9,11,90,92,87,75,85,76,38,79,125,31
尼多朗,9,9,46,57,40,40,40,50,38,79,55,32
尼多力诺,9,9,61,72,57,55,55,65,38,79,55,33
尼多王,9,11,81,102,77,85,75,85,38,79,125,34
皮皮,18,18,70,45,48,60,65,35,56,98,132,35
皮可西,18,18,95,70,73,95,90,60,56,98,109,36
六尾,1,1,38,41,40,50,65,65,18,70,70,37
六尾-阿罗拉的样子,13,13,38,41,40,50,65,65,81,117,117,37
九尾,1,1,73,76,75,81,100,100,18,70,70,38
九尾-阿罗拉的样子,13,18,73,67,75,81,100,109,81,117,117,38
胖丁,5,18,115,45,20,45,25,20,56,172,132,39
胖可丁,5,18,140,70,45,85,50,45,56,172,119,40
超音蝠,9,7,40,45,35,30,40,55,39,151,151,41
大嘴蝠,9,7,75,80,70,65,75,90,39,151,151,42
走路草,3,9,45,50,55,75,65,30,34,50,50,43
臭臭花,3,9,60,65,70,85,75,40,34,1,1,44
霸王花,3,9,75,80,85,110,90,50,34,27,27,45
派拉斯,8,3,35,70,55,45,55,25,27,87,6,46
派拉斯特,8,3,60,95,80,60,80,30,27,87,6,47
毛球,8,9,60,55,50,40,55,45,14,110,50,48
摩鲁蛾,8,9,70,65,60,90,75,90,19,110,147,49
地鼠,11,11,10,55,25,35,45,95,8,71,159,50
地鼠-阿罗拉的样子,11,12,10,55,30,35,45,90,8,221,159,50
三地鼠,11,11,35,100,50,50,70,120,8,71,159,51
三地鼠-阿罗拉的样子,11,12,35,100,60,50,70,110,8,221,159,51
喵喵,5,5,40,45,35,40,40,90,53,101,127,52
喵喵-阿罗拉的样子,15,15,40,35,35,50,40,90,53,101,155,52
喵喵-伽勒尔的样子,12,12,50,65,55,40,40,40,53,181,127,52
喵喵-超极巨,5,5,40,45,35,40,40,90,53,101,127,52
猫老大,5,5,65,70,60,65,65,115,7,101,127,53
猫老大-阿罗拉的样子,15,15,65,60,60,75,65,115,169,101,155,53
可达鸭,2,2,50,52,48,65,50,55,6,13,33,54
哥达鸭,2,2,80,82,78,95,80,85,6,13,33,55
猴怪,6,6,40,80,35,35,45,70,72,83,128,56
火暴猴,6,6,65,105,60,60,70,95,72,83,128,57
卡蒂狗,1,1,55,70,45,70,50,60,22,18,154,58
卡蒂狗-洗翠的样子,1,10,60,75,45,65,50,55,22,18,69,58
风速狗,1,1,90,110,80,100,80,95,22,18,154,59
风速狗-洗翠的样子,1,10,95,115,80,95,80,90,22,18,69,59
蚊香蝌蚪,2,2,40,50,40,40,40,90,11,6,33,60
蚊香君,2,2,65,65,65,50,50,90,11,6,33,61
蚊香泳士,2,6,90,95,95,70,90,70,11,6,33,62
凯西,14,14,25,20,15,105,55,90,28,39,98,63
勇基拉,14,14,40,35,30,120,70,105,28,39,98,64
胡地,14,14,55,50,45,135,95,120,28,39,98,65
超级胡地,14,14,55,50,65,175,105,150,36,36,36,65
腕力,6,6,70,80,50,35,35,35,62,99,80,66
豪力,6,6,80,100,70,50,60,45,62,99,80,67
怪力,6,6,90,130,80,65,85,55,62,99,80,68
怪力,6,6,90,130,80,65,85,55,62,99,80,68
喇叭芽,3,9,50,75,35,70,30,40,34,82,82,69
口呆花,3,9,65,90,50,85,45,55,34,82,82,70
大食花,3,9,80,105,65,100,70,70,34,82,82,71
玛瑙水母,2,9,40,40,35,50,100,70,29,64,44,72
毒刺水母,2,9,80,70,65,80,120,100,29,64,44,73
小拳石,10,11,40,80,100,30,30,20,69,5,8,74
小拳石-阿罗拉的样子,10,4,40,80,100,30,30,20,42,5,206,74
隆隆石,10,11,55,95,115,45,45,35,69,5,8,75
隆隆石-阿罗拉的样子,10,4,55,95,115,45,45,35,42,5,206,75
隆隆岩,10,11,80,120,130,55,65,45,69,5,8,76
隆隆岩-阿罗拉的样子,10,4,80,120,130,55,65,45,42,5,206,76
小火马,1,1,50,85,55,65,65,90,50,18,49,77
小火马-伽勒尔的样子,14,14,50,85,55,65,65,90,50,257,107,77
烈焰马,1,1,65,100,70,80,80,105,50,18,49,78
烈焰马-伽勒尔的样子,14,18,65,100,70,80,80,105,50,257,107,78
呆呆兽,2,14,90,65,65,40,40,15,12,20,144,79
呆呆兽-伽勒尔的样子,14,14,90,65,65,40,40,15,82,20,144,79
呆壳兽,2,14,95,75,110,100,80,30,12,20,144,80
超级呆壳兽,2,14,95,75,180,130,80,30,75,75,75,80
呆壳兽-伽勒尔的样子,9,14,95,100,95,100,70,30,259,20,144,80
小磁怪,4,12,25,35,70,95,55,45,42,5,148,81
三合一磁怪,4,12,50,60,95,120,70,70,42,5,148,82
大葱鸭,5,7,52,90,55,58,62,60,51,39,128,83
大葱鸭-伽勒尔的样子,6,6,52,95,55,58,62,55,80,113,113,83
嘟嘟,5,7,35,85,45,35,35,75,50,48,77,84
嘟嘟利,5,7,60,110,70,60,60,110,50,48,77,85
小海狮,2,2,65,45,55,45,70,45,47,93,115,86
白海狮,2,13,90,70,80,70,95,70,47,93,115,87
臭泥,9,9,80,80,50,40,50,25,1,60,143,88
臭泥-阿罗拉的样子,9,15,80,80,50,40,50,25,143,82,223,88
臭臭泥,9,9,105,105,75,65,100,50,1,60,143,89
臭臭泥-阿罗拉的样子,9,15,105,105,75,65,100,50,143,82,223,89
大舌贝,2,2,30,65,100,45,25,40,75,92,142,90
刺甲贝,2,13,50,95,180,85,45,70,75,92,142,91
鬼斯,16,9,30,35,30,100,35,80,26,26,26,92
鬼斯通,16,9,45,50,45,115,55,95,26,26,26,93
耿鬼,16,9,60,65,60,130,75,110,130,130,130,94
超级耿鬼,16,9,60,65,80,170,95,130,23,23,23,94
耿鬼,16,9,60,65,60,130,75,110,130,130,130,94
大岩蛇,10,11,35,45,160,30,45,70,69,5,133,95
催眠貘,14,14,60,48,45,43,90,42,15,108,39,96
引梦貘人,14,14,85,73,70,73,115,67,15,108,39,97
大钳蟹,2,2,30,105,90,25,25,50,52,75,125,98
巨钳蟹,2,2,55,130,115,50,50,75,52,75,125,99
巨钳蟹,2,2,55,130,115,50,50,75,52,75,125,99
霹雳电球,4,4,40,30,50,55,55,100,43,9,106,100
霹雳电球-洗翠的样子,4,3,40,30,50,55,55,100,43,9,106,100
顽皮雷弹,4,4,60,50,70,80,80,150,43,9,106,101
顽皮雷弹-洗翠的样子,4,3,60,50,70,80,80,150,43,9,106,101
蛋蛋,3,14,60,40,80,60,45,40,34,139,139,102
椰蛋树,3,14,95,95,85,125,75,55,34,139,139,103
椰蛋树-阿罗拉的样子,3,17,95,105,85,125,75,45,119,139,139,103
卡拉卡拉,11,11,50,50,95,40,50,35,69,31,4,104
嘎啦嘎啦,11,11,60,80,110,50,80,45,69,31,4,105
嘎啦嘎啦-阿罗拉的样子,1,16,60,80,110,50,80,45,130,31,69,105
嘎啦嘎啦-阿罗拉的样子,1,16,60,80,110,50,80,45,69,69,69,105
飞腿郎,6,6,50,120,53,35,110,87,7,120,84,106
快拳郎,6,6,50,105,79,35,110,76,51,89,39,107
大舌头,5,5,90,55,75,60,75,30,20,12,13,108
瓦斯弹,9,9,40,65,95,60,45,35,26,256,1,109
双弹瓦斯,9,9,65,90,120,85,70,60,26,256,1,110
双弹瓦斯-伽勒尔的样子,9,18,65,90,120,85,70,60,26,256,228,110
独角犀牛,11,10,80,85,95,30,30,25,31,69,120,111
钻角犀兽,11,10,105,130,120,45,45,40,31,69,120,112
吉利蛋,5,5,250,5,5,35,105,50,30,32,131,113
蔓藤怪,3,3,65,55,115,100,40,60,34,102,144,114
袋兽,5,5,105,95,80,40,80,90,48,113,39,115
超级袋兽,5,5,105,125,100,60,100,100,185,185,185,115
墨海马,2,2,30,40,70,70,25,60,33,97,6,116
海刺龙,2,2,55,65,95,95,45,85,38,97,6,117
角金鱼,2,2,45,67,60,35,50,63,33,41,31,118
金鱼王,2,2,80,92,65,65,80,68,33,41,31,119
海星星,2,2,30,45,55,70,55,85,35,30,148,120
宝石海星,2,14,60,75,85,100,85,115,35,30,148,121
魔墙人偶,14,18,40,45,65,100,120,90,43,111,101,122
魔墙人偶-伽勒尔的样子,13,14,50,65,65,90,90,100,72,251,115,122
飞天螳螂,8,7,70,110,80,55,80,105,68,101,80,123
迷唇姐,13,14,65,50,35,115,95,95,12,108,87,124
电击兽,4,4,65,83,57,95,85,105,9,72,72,125
鸭嘴火兽,1,1,65,95,57,100,85,93,49,72,72,126
凯罗斯,8,8,65,125,100,55,70,85,52,104,153,127
超级凯罗斯,8,7,65,155,120,65,90,105,184,184,184,127
肯泰罗,5,5,75,100,95,40,70,110,22,83,125,128
肯泰罗-帕底亚的样子斗战种,6,6,75,110,105,30,70,100,22,83,291,128
肯泰罗-帕底亚的样子火炽种,6,1,75,110,105,30,70,100,22,83,291,128
肯泰罗-帕底亚的样子水澜种,6,2,75,110,105,30,70,100,22,83,291,128
鲤鱼王,2,2,20,10,55,15,20,80,33,155,155,129
暴鲤龙,2,7,95,125,79,60,100,81,22,153,153,130
超级暴鲤龙,2,15,95,155,109,70,130,81,104,104,104,130
拉普拉斯,2,13,130,85,80,85,95,60,11,75,93,131
拉普拉斯,2,13,130,85,80,85,95,60,11,75,93,131
百变怪,5,5,48,48,48,48,48,48,7,150,150,132
伊布,5,5,55,55,50,45,65,55,50,91,107,133
Eevee-Starter,5,5,65,75,70,65,85,75,50,91,107,133
伊布,5,5,55,55,50,45,65,55,50,91,107,133
水伊布,2,2,130,65,60,110,95,65,11,93,93,134
雷伊布,4,4,65,65,60,110,95,130,10,95,95,135
火伊布,1,1,65,130,60,95,110,65,18,62,62,136
多边兽,5,5,65,60,70,85,75,40,36,88,148,137
菊石兽,10,2,35,40,100,90,55,35,33,75,133,138
多刺菊石兽,10,2,70,60,125,115,70,55,33,75,133,139
化石盔,10,2,30,80,90,55,45,55,33,4,133,140
镰刀盔,10,2,60,115,105,65,70,80,33,4,133,141
化石翼龙,10,7,80,105,65,60,75,130,69,46,127,142
超级化石翼龙,10,7,80,135,85,70,95,150,181,181,181,142
卡比兽,5,5,160,110,65,65,110,30,17,47,82,143
卡比兽,5,5,160,110,65,65,110,30,17,47,82,143
急冻鸟,13,7,90,85,100,95,125,85,46,81,81,144
急冻鸟-伽勒尔的样子,14,7,90,85,85,125,100,95,172,172,172,144
闪电鸟,4,7,90,90,85,125,90,100,46,9,9,145
闪电鸟-伽勒尔的样子,6,7,90,125,90,85,90,100,128,128,128,145
火焰鸟,1,7,90,100,90,125,85,90,46,49,49,146
火焰鸟-伽勒尔的样子,15,7,90,85,90,100,125,90,201,201,201,146
迷你龙,17,17,41,64,45,50,50,50,61,63,63,147
哈克龙,17,17,61,84,65,70,70,70,61,63,63,148
快龙,17,7,91,134,95,100,100,80,39,136,136,149
超梦,14,14,106,110,90,154,90,130,46,127,127,150
超级超梦X,14,6,106,190,100,154,100,130,80,80,80,150
超级超梦Y,14,14,106,150,70,194,120,140,15,15,15,150
梦幻,14,14,100,100,100,100,100,100,28,28,28,151
菊草叶,3,3,45,49,65,49,65,45,65,102,102,152
月桂叶,3,3,60,62,80,63,80,60,65,102,102,153
大竺葵,3,3,80,82,100,83,100,80,65,102,102,154
火球鼠,1,1,39,52,43,60,50,65,66,18,18,155
火岩鼠,1,1,58,64,58,80,65,80,66,18,18,156
火暴兽,1,1,78,84,78,109,85,100,66,18,18,157
火暴兽-洗翠的样子,1,16,73,84,78,119,85,95,66,119,119,157
小锯鳄,2,2,50,65,64,44,48,43,67,125,125,158
蓝鳄,2,2,65,80,80,59,63,58,67,125,125,159
大力鳄,2,2,85,105,100,79,83,78,67,125,125,160
尾立,5,5,35,46,34,35,45,20,50,51,119,161
大尾立,5,5,85,76,64,45,55,90,50,51,119,162
咕咕,5,7,60,30,30,36,56,50,15,51,110,163
猫头夜鹰,5,7,100,50,50,86,96,70,15,51,110,164
芭瓢虫,8,7,40,20,30,40,80,55,68,48,155,165
安瓢虫,8,7,55,35,50,55,110,85,68,48,89,166
圆丝蛛,8,9,40,60,40,40,40,30,68,15,97,167
阿利多斯,8,9,70,90,70,60,70,40,68,15,97,168
叉字蝠,9,7,85,90,80,70,80,130,39,151,151,169
灯笼鱼,2,4,75,38,38,56,56,67,10,35,11,170
电灯怪,2,4,125,58,58,76,76,67,10,35,11,171
皮丘,4,4,20,40,15,35,35,60,9,31,31,172
皮丘-刺刺耳的样子,4,4,20,40,15,35,35,60,9,9,9,172
皮宝宝,18,18,50,25,28,45,55,15,56,98,132,173
宝宝丁,5,18,90,30,15,40,20,15,56,172,132,174
波克比,18,18,35,20,65,40,65,20,55,32,105,175
波克基古,18,7,55,40,85,80,105,40,55,32,105,176
天然雀,14,7,40,50,45,70,45,70,28,48,156,177
天然鸟,14,7,65,75,70,95,70,95,28,48,156,178
咩利羊,4,4,55,40,40,65,45,35,9,57,57,179
茸茸羊,4,4,70,55,55,80,60,45,9,57,57,180
电龙,4,4,90,75,85,115,90,55,9,57,57,181
超级电龙,4,17,90,95,105,165,110,45,104,104,104,181
美丽花,3,3,75,80,95,90,100,50,34,131,131,182
玛力露,2,18,70,20,50,20,50,40,47,37,157,183
玛力露丽,2,18,100,50,80,60,80,50,47,37,157,184
树才怪,10,10,70,100,115,30,65,30,5,69,155,185
蚊香蛙皇,2,2,90,75,75,90,100,70,11,6,2,186
毽子草,3,7,35,35,40,35,55,50,34,102,151,187
毽子花,3,7,55,45,50,45,65,80,34,102,151,188
毽子棉,3,7,75,55,70,55,95,110,34,102,151,189
长尾怪手,5,5,55,70,55,40,55,85,50,53,92,190
向日种子,3,3,30,30,30,30,30,30,34,94,48,191
向日花怪,3,3,75,75,55,105,85,30,34,94,48,192
蜻蜻蜓,8,7,65,65,45,75,45,95,3,14,119,193
乌波,2,11,55,45,45,25,25,15,6,11,109,194
乌波-帕底亚的样子,9,11,55,45,45,25,25,15,38,11,109,194
沼王,2,11,95,85,85,65,65,35,6,11,109,195
太阳伊布,14,14,65,65,60,130,95,110,28,156,156,196
月亮伊布,15,15,95,65,110,60,130,65,28,39,39,197
黑暗鸦,15,7,60,85,42,85,42,91,15,105,158,198
呆呆王,2,14,95,75,80,100,110,30,12,20,144,199
呆呆王-伽勒尔的样子,9,14,95,65,80,110,110,30,261,20,144,199
梦妖,16,16,60,60,60,85,85,85,26,26,26,200
未知图腾,14,14,48,72,48,72,48,48,26,26,26,201
果然翁,14,14,190,33,58,33,58,33,23,140,140,202
麒麟奇,5,14,70,80,65,90,65,85,39,48,157,203
榛果球,8,8,50,65,90,35,35,15,5,142,142,204
佛烈托斯,8,12,75,90,140,60,60,40,5,142,142,205
土龙弟弟,5,5,100,70,70,65,65,45,32,50,155,206
天蝎,11,7,65,75,105,35,65,85,52,8,17,207
大钢蛇,12,11,75,85,200,55,65,30,69,5,125,208
超级大钢蛇,12,11,75,125,230,55,95,30,159,159,159,208
布鲁,18,18,60,80,50,40,40,30,22,50,155,209
布鲁皇,18,18,90,120,75,60,60,45,22,95,155,210
千针鱼,2,9,65,95,85,55,55,85,38,33,22,211
千针鱼-洗翠的样子,15,9,65,95,85,55,55,85,38,33,22,211
巨钳螳螂,8,12,70,130,100,55,80,65,68,101,135,212
超级巨钳螳螂,8,12,70,150,140,65,100,75,101,101,101,212
壶壶,8,10,20,10,230,10,230,5,5,82,126,213
赫拉克罗斯,8,6,80,125,75,40,95,85,68,62,153,214
超级赫拉克罗斯,8,6,80,185,115,40,105,75,92,92,92,214
狃拉,15,13,55,95,55,35,75,115,39,51,124,215
狃拉-洗翠的样子,6,9,55,95,55,35,75,115,39,51,124,215
熊宝宝,5,5,60,80,50,50,50,40,53,95,118,216
圈圈熊,5,5,90,130,75,75,75,55,62,95,127,217
熔岩虫,1,1,40,40,40,70,40,20,40,49,133,218
熔岩蜗牛,1,10,60,50,120,90,80,30,40,49,133,219
小山猪,13,11,50,50,40,30,30,50,12,81,47,220
长毛猪,13,11,100,100,80,60,60,50,12,81,47,221
太阳珊瑚,2,10,65,55,95,65,95,35,55,30,144,222
太阳珊瑚-伽勒尔的样子,16,16,60,55,100,65,100,30,133,130,130,222
铁炮鱼,2,2,35,65,35,65,35,65,55,97,141,223
章鱼桶,2,2,75,105,75,105,75,45,21,97,141,224
信使鸟,13,7,45,55,45,65,45,75,72,55,15,225
巨翅飞鱼,2,7,85,40,70,80,140,70,33,11,41,226
盔甲鸟,12,7,65,80,140,40,70,70,51,5,133,227
戴鲁比,15,1,45,60,30,80,50,65,48,18,127,228
黑鲁加,15,1,75,90,50,110,80,95,48,18,127,229
超级黑鲁加,15,1,75,90,90,140,90,115,94,94,94,229
刺龙王,2,17,75,95,95,95,95,85,33,97,6,230
小小象,11,11,90,60,60,40,40,40,53,8,8,231
顿甲,11,11,90,120,120,60,60,50,5,8,8,232
多边兽２型,5,5,85,80,90,105,95,60,36,88,148,233
惊角鹿,5,5,73,95,62,85,65,85,22,119,157,234
图图犬,5,5,55,20,35,20,45,75,20,101,141,235
无畏小子,6,6,35,35,35,35,35,35,62,80,72,236
战舞郎,6,6,50,95,95,35,110,70,22,101,80,237
迷唇娃,13,14,45,30,15,85,65,65,12,108,93,238
电击怪,4,4,45,63,37,65,55,95,9,72,72,239
鸭嘴宝宝,1,1,45,75,37,70,55,83,49,72,72,240
大奶罐,5,5,95,80,105,40,70,100,47,113,157,241
幸福蛋,5,5,255,10,10,75,135,55,30,32,131,242
雷公,4,4,90,85,75,115,100,115,46,39,39,243
炎帝,1,1,115,115,85,90,75,100,46,39,39,244
水君,2,2,100,75,115,90,115,85,46,39,39,245
幼基拉斯,10,11,50,64,50,45,50,41,62,8,8,246
沙基拉斯,10,11,70,84,70,65,70,51,61,61,61,247
班基拉斯,10,15,100,134,110,95,100,61,45,127,127,248
超级班基拉斯,10,15,100,164,150,95,120,71,45,45,45,248
洛奇亚,14,7,106,90,130,90,154,110,46,136,136,249
凤王,1,7,106,130,90,110,154,90,46,144,144,250
时拉比,14,3,100,100,100,100,100,100,30,30,30,251
木守宫,3,3,40,45,35,65,55,70,65,84,84,252
森林蜥蜴,3,3,50,65,45,85,65,95,65,84,84,253
蜥蜴王,3,3,70,85,65,105,85,120,65,84,84,254
超级蜥蜴王,3,17,70,110,75,145,85,145,31,31,31,254
火稚鸡,1,1,45,60,40,70,50,45,66,3,3,255
力壮鸡,1,6,60,85,60,85,60,55,66,3,3,256
火焰鸡,1,6,80,120,70,110,70,80,66,3,3,257
超级火焰鸡,1,6,80,160,80,130,80,100,3,3,3,257
水跃鱼,2,2,50,70,50,50,50,40,67,6,6,258
沼跃鱼,2,11,70,85,70,60,70,50,67,6,6,259
巨沼怪,2,11,100,110,90,85,90,60,67,6,6,260
超级巨沼怪,2,11,100,150,110,95,110,70,33,33,33,260
土狼犬,15,15,35,55,35,30,30,35,50,95,155,261
大狼犬,15,15,70,90,70,60,60,70,22,95,153,262
蛇纹熊,5,5,38,30,41,30,41,60,53,82,95,263
蛇纹熊-伽勒尔的样子,15,5,38,30,41,30,41,60,53,82,95,263
直冲熊,5,5,78,70,61,50,61,100,53,82,95,264
直冲熊-伽勒尔的样子,15,5,78,70,61,50,61,100,53,82,95,264
刺尾虫,8,8,45,45,35,20,30,20,19,50,50,265
甲壳茧,8,8,50,35,55,25,25,15,61,61,61,266
狩猎凤蝶,8,7,60,70,50,100,50,65,68,79,79,267
盾甲茧,8,8,50,35,55,25,25,15,61,61,61,268
毒粉蛾,8,9,60,50,70,50,90,65,19,14,14,269
莲叶童子,2,3,40,30,30,40,50,30,33,44,20,270
莲帽小童,2,3,60,50,50,60,70,50,33,44,20,271
乐天河童,2,3,80,70,70,90,100,70,33,44,20,272
橡实果,3,3,40,40,50,30,30,30,34,48,124,273
长鼻叶,3,15,70,70,40,60,40,60,34,48,124,274
狡猾天狗,3,15,90,100,60,90,60,80,34,48,124,275
傲骨燕,5,7,40,55,30,30,30,85,62,113,113,276
大王燕,5,7,60,85,60,75,50,125,62,113,113,277
长翅鸥,2,7,40,30,30,55,30,85,51,93,44,278
大嘴鸥,2,7,60,50,100,95,70,65,51,2,44,279
拉鲁拉丝,14,18,28,25,25,45,35,40,28,36,140,280
奇鲁莉安,14,18,38,35,35,65,55,50,28,36,140,281
沙奈朵,14,18,68,65,65,125,115,80,28,36,140,282
超级沙奈朵,14,18,68,85,65,165,135,100,182,182,182,282
溜溜糖球,8,2,40,30,32,50,52,65,33,44,44,283
雨翅蛾,8,7,70,60,62,100,82,80,22,127,127,284
蘑蘑菇,3,3,60,40,60,40,60,35,27,90,95,285
斗笠菇,3,6,60,130,80,60,60,70,27,90,101,286
懒人獭,5,5,60,60,60,35,35,30,54,54,54,287
过动猿,5,5,80,80,80,55,55,90,72,72,72,288
请假王,5,5,150,160,100,95,65,100,54,54,54,289
土居忍士,8,11,31,45,90,30,30,40,14,50,50,290
铁面忍者,8,7,61,90,45,50,50,160,3,151,151,291
脱壳忍者,8,16,1,90,45,30,30,40,25,25,25,292
咕妞妞,5,5,64,51,23,51,23,28,43,155,155,293
吼爆弹,5,5,84,71,43,71,43,48,43,113,113,294
爆音怪,5,5,104,91,63,91,73,68,43,113,113,295
幕下力士,6,6,72,60,30,20,30,25,47,62,125,296
铁掌力士,6,6,144,120,60,40,60,50,47,62,125,297
露力丽,5,18,50,20,40,20,40,20,47,37,157,298
朝北鼻,10,10,30,45,135,45,90,30,5,42,159,299
向尾喵,5,5,50,45,45,35,35,50,56,96,147,300
优雅猫,5,5,70,65,65,55,55,90,56,96,147,301
勾魂眼,15,16,50,75,75,65,65,50,51,100,158,302
超级勾魂眼,15,16,50,85,125,85,115,20,156,156,156,302
大嘴娃,12,18,50,85,85,55,55,50,52,22,125,303
超级大嘴娃,12,18,50,105,125,55,95,50,37,37,37,303
可可多拉,12,10,50,70,100,40,40,30,5,69,134,304
可多拉,12,10,60,90,140,50,50,40,5,69,134,305
波士可多拉,12,10,70,110,180,60,60,50,5,69,134,306
超级波士可多拉,12,12,70,140,230,60,80,50,111,111,111,306
玛沙那,6,14,30,40,55,40,55,60,74,140,140,307
恰雷姆,6,14,60,60,75,60,75,80,74,140,140,308
超级恰雷姆,6,14,60,100,85,80,85,100,74,74,74,308
落雷兽,4,4,40,45,40,65,40,65,9,31,58,309
雷电兽,4,4,70,75,60,105,60,105,9,31,58,310
超级雷电兽,4,4,70,75,80,135,80,135,22,22,22,310
正电拍拍,4,4,60,50,40,85,75,95,57,31,31,311
负电拍拍,4,4,60,40,50,75,85,95,58,10,10,312
电萤虫,8,8,65,73,75,47,85,85,35,68,158,313
甜甜萤,8,8,65,47,75,73,85,85,12,110,158,314
毒蔷薇,3,9,50,60,45,100,80,65,30,38,102,315
溶食兽,9,9,70,43,53,43,53,40,64,60,82,316
吞食兽,9,9,100,73,83,73,83,55,64,60,82,317
利牙鱼,2,15,45,90,20,65,20,65,24,3,3,318
巨牙鲨,2,15,70,120,40,95,40,95,24,3,3,319
超级巨牙鲨,2,15,70,140,70,110,65,105,173,173,173,319
吼吼鲸,2,2,130,70,35,70,35,60,41,12,46,320
吼鲸王,2,2,170,90,45,90,45,60,41,12,46,321
呆火驼,1,11,60,60,40,65,45,35,12,86,20,322
喷火驼,1,11,70,100,70,105,75,40,40,116,83,323
超级喷火驼,1,11,70,120,100,145,105,20,125,125,125,323
煤炭龟,1,1,70,85,140,85,70,20,73,70,75,324
跳跳猪,14,14,60,25,35,70,80,60,47,20,82,325
噗噗猪,14,14,80,45,65,90,110,80,47,20,82,326
晃晃斑,5,5,60,60,60,60,60,60,20,77,126,327
大颚蚁,11,11,45,100,45,45,45,10,52,71,125,328
超音波幼虫,11,17,50,70,50,50,50,70,26,26,26,329
沙漠蜻蜓,11,17,80,100,80,80,80,100,26,26,26,330
刺球仙人掌,3,3,50,85,40,85,40,35,8,11,11,331
